Belegtext	Animacy_finegrained	Lemma	PoS	Ort	Jahr	upperCase	Sprachraum.ost.west	weiblich	Kompositum	Period	Animacy3	Animacy	Freq
Teüffels	übermenschlich Teufel	teufel	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	53
Teüffels	übermenschlich Teufel	teufel	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	53
Teüffels	übermenschlich Teufel	teufel	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	53
teufels be trukg	abstrakt	teufelsbetrug	NN	Stralsund	1630	FALSE	1		1	3	abstract	0	1
Teufelß kraut	konkret	teufelskraut	NN	Alme	1630	TRUE	0		1	3	concrete	1	2
teuffelß kraut	konkret	teufelskraut	NN	Alme	1630	FALSE	0		1	3	concrete	1	2
teuffelß kunst	abstrakt	teufelskunst	NN	Alme	1630	FALSE	0		1	3	abstract	0	1
Teuffels nahmen	übermenschlich Teufel	teufelsname	NN	Lemberg	1630	TRUE	0	n	1	3	animate	4	1
Teuffelß dantz	abstrakt	teufelstanz	NN	Alme	1630	TRUE	0		1	3	abstract	0	7
Teuffelß dantz	abstrakt	teufelstanz	NN	Alme	1630	TRUE	0		1	3	abstract	0	7
Teufelß dantz	abstrakt	teufelstanz	NN	Alme	1630	TRUE	0		1	3	abstract	0	7
Teuffelßdantz	abstrakt	teufelstanz	NN	Alme	1630	TRUE	0		1	3	abstract	0	7
Teuffelßdantz	abstrakt	teufelstanz	NN	Alme	1630	TRUE	0		1	3	abstract	0	7
teufelßdantz	abstrakt	teufelstanz	NN	Alme	1630	FALSE	0		1	3	abstract	0	7
teufelß dantz	abstrakt	teufelstanz	NN	Alme	1630	FALSE	0		1	3	abstract	0	7
teüflin	übermenschlich Teufel	teuflin	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	1
thaler	konkret	thaler	NN	Alme	1630	FALSE	0		0	3	concrete	1	4
Thaler	konkret	thaler	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	4
Taler	konkret	thaler	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	4
Thaler	konkret	thaler	NN	Rosenburg	1618	TRUE	1		0	2	concrete	1	4
thuren	konkret	tür	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	12
thuren	konkret	tür	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	12
thuer	konkret	tür	NN	Güstrow	1615	FALSE	1		0	2	concrete	1	12
tisch	konkret	tisch	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	7
Tisch	konkret	tisch	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	7
disch	konkret	tisch	NN	Hamm	1592	FALSE	0		0	1	concrete	1	7
disch	konkret	tisch	NN	Hamm	1592	FALSE	0		0	1	concrete	1	7
disch	konkret	tisch	NN	Hamm	1592	FALSE	0		0	1	concrete	1	7
Tisch	konkret	tisch	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	7
Tochter	menschlich	tochter	NN	Alme	1630	TRUE	0	j	0	3	animate	3	33
tochtern	menschlich	tochter	NN	Alme	1630	FALSE	0	j	0	3	animate	3	33
tochter	menschlich	tochter	NN	Alme	1630	FALSE	0	j	0	3	animate	3	33
Tochter	menschlich	tochter	NN	Alme	1630	TRUE	0	j	0	3	animate	3	33
thochter	menschlich	tochter	NN	Alme	1630	FALSE	0	j	0	3	animate	3	33
tochter	menschlich	tochter	NN	Alme	1630	FALSE	0	j	0	3	animate	3	33
döchter	menschlich	tochter	NN	Baden-Baden	1628	FALSE	0	j	0	3	animate	3	33
dochter	menschlich	tochter	NN	Baden-Baden	1628	FALSE	0	j	0	3	animate	3	33
tochter	menschlich	tochter	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	33
tochter	menschlich	tochter	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	33
Töchter	menschlich	tochter	NN	Georgenthal	1597	TRUE	1	j	0	1	animate	3	33
tochtere	menschlich	tochter	NN	Güstrow	1615	FALSE	1	j	0	2	animate	3	33
dochter	menschlich	tochter	NN	Jever	1592	FALSE	0	j	0	1	animate	3	33
Dochter	menschlich	tochter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	33
Dochter	menschlich	tochter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	33
dochtern	menschlich	tochter	NN	Jever	1592	FALSE	0	j	0	1	animate	3	33
dochter	menschlich	tochter	NN	Jever	1592	FALSE	0	j	0	1	animate	3	33
Dochter	menschlich	tochter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	33
Dochter	menschlich	tochter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	33
Dochter	menschlich	tochter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	33
dochter	menschlich	tochter	NN	Meldorf	1618	FALSE	0	j	0	2	animate	3	33
dochter	menschlich	tochter	NN	Meldorf	1618	FALSE	0	j	0	2	animate	3	33
tochter	menschlich	tochter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	33
tochter	menschlich	tochter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	33
tochter	menschlich	tochter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	33
tochter	menschlich	tochter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	33
tochter	menschlich	tochter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	33
tochter	menschlich	tochter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	33
tochter	menschlich	tochter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	33
tochter	menschlich	tochter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	33
Tochter	menschlich	tochter	NN	Riedlingen	1596	TRUE	0	j	0	1	animate	3	33
tochter	menschlich	tochter	NN	Rosenburg	1618	FALSE	1	j	0	2	animate	3	33
dochtergen	menschlich	töchterchen	NN	Hamm	1592	FALSE	0	j	0	1	animate	3	1
tochterman	menschlich	tochtermann	NN	Perleberg	1588	FALSE	1		0	1	animate	2	1
Thodes	abstrakt	tod	NN	Güstrow	1615	TRUE	1		0	2	abstract	0	10
Thodas	abstrakt	tod	NN	Güstrow	1615	TRUE	1		0	2	abstract	0	10
thodt	abstrakt	tod	NN	Hamm	1592	FALSE	0		0	1	abstract	0	10
dode	abstrakt	tod	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	10
Todt	abstrakt	tod	NN	München	1600	TRUE	1		0	1	abstract	0	10
Thode	abstrakt	tod	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	10
Todt	abstrakt	tod	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	10
Tod	abstrakt	tod	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	10
Tod	abstrakt	tod	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	10
todte	abstrakt	tod	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	10
Todtschläg	abstrakt	todschlag	NN	Baden-Baden	1628	TRUE	0		1	3	abstract	0	1
topff	konkret	topf	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	3
topff	konkret	topf	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	3
topff	konkret	topf	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	3
topffe	konkret	topfen	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	1
topffers	menschlich	töpfer	NB	Perleberg	1588	FALSE	1	n	0	1	animate	4	1
Thor	konkret	tor	NN	Günzburg	1613	TRUE	0		0	2	concrete	1	2
Thor	konkret	tor	NN	München	1600	TRUE	1		0	1	concrete	1	2
Torffsoden	konkret	torfsode	NN	Meldorf	1618	TRUE	0		0	2	concrete	1	1
tortur	abstrakt	tortur	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	8
Tortur	abstrakt	tortur	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	8
Tortur	abstrakt	tortur	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	8
tortur	abstrakt	tortur	NN	Hamm	1592	FALSE	0		0	1	abstract	0	8
tortur	abstrakt	tortur	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	8
tortur	abstrakt	tortur	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	8
tortur	abstrakt	tortur	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	8
threnen	konkret	träne	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	2
tranckh	konkret	trank	NN	Günzburg	1613	FALSE	0		0	2	concrete	1	6
tranck	konkret	trank	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	6
tranck	konkret	trank	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	6
tranckh	konkret	trank	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	6
tranck	konkret	trank	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	6
trancks	konkret	trank	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	6
trincken	abstrakt	trinken	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	1
tritt	abstrakt Maß	tritt	NN	Jever	1592	FALSE	0		0	1	abstract	0	1
Trummenschleger	menschlich	trommelschläger	NB	Jever	1592	TRUE	0	n	1	1	animate	4	3
Trum- menschleger	menschlich	trommelschläger	NB	Jever	1592	TRUE	0	n	1	1	animate	4	3
Trummenschleger	menschlich	trommelschläger	NB	Jever	1592	TRUE	0	n	1	1	animate	4	3
trunck	konkret	trunk	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	1
dugh	konkret	tuch	NN	Hamm	1592	FALSE	0		0	1	concrete	1	2
tuchs	konkret	tuch	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	2
düchlein	konkret	tüchlein	NN	Bamberg	1628	FALSE	1		0	3	concrete	1	1
that	abstrakt	tun	NN	Gaugrehweiler	1610	FALSE	0		0	2	abstract	0	1
thüren	konkret	tür	NN	Baden-Baden	1628	FALSE	0		0	3	concrete	1	12
thüer	konkret	tür	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	12
dhure	konkret	tür	NN	Hamm	1592	FALSE	0		0	1	concrete	1	12
dhur	konkret	tür	NN	Hamm	1592	FALSE	0		0	1	concrete	1	12
thur	konkret	tür	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	12
thure	konkret	tür	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	12
Thuer	konkret	tür	NN	Rosenburg	1618	TRUE	1		0	2	concrete	1	12
thür	konkret	tür	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	12
Rbel	abstrakt	übel	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	3
übel	abstrakt	übel	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	3
übelß	abstrakt	übel	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	3
überig	abstrakt	übrig	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	2
Rbrige	abstrakt	übrig	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	2
Ordell	abstrakt	urtheil	NN	Meldorf	1618	TRUE	0		0	2	abstract	0	1
fürwandt	abstrakt	vorwand	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	1
Wax	konkret	wachs	NN	Günzburg	1613	TRUE	0		0	2	concrete	1	2
Wax	konkret	wachs	NN	Günzburg	1613	TRUE	0		0	2	concrete	1	2
waxstockh	konkret	wachsstock	NN	Günzburg	1613	FALSE	0		1	2	concrete	1	1
Wächter	menschlich	wächter	NB	Gaugrehweiler	1610	TRUE	0	n	0	2	animate	4	1
wagen	konkret	wagen	NN	Hamm	1592	FALSE	0		0	1	concrete	1	1
warhait	abstrakt	wahrheit	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	6
warheit	abstrakt	wahrheit	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	6
wahr- heit	abstrakt	wahrheit	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	6
warheit	abstrakt	wahrheit	NN	Jever	1592	FALSE	0		0	1	abstract	0	6
warheit	abstrakt	wahrheit	NN	Jever	1592	FALSE	0		0	1	abstract	0	6
warheit	abstrakt	wahrheit	NN	München	1600	FALSE	1		0	1	abstract	0	6
warheits grundt	abstrakt	wahrheitsgrund	NN	Stralsund	1630	FALSE	1		1	3	abstract	0	1
war- seger	menschlich	wahrsager	NB	München	1600	FALSE	1	n	1	1	animate	4	1
wahrzeichen	konkret	wahrzeichen	NN	Georgenthal	1597	FALSE	1		1	1	concrete	1	1
wammest	konkret	wams	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	2
wammest	konkret	wams	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	2
wandell	abstrakt	wandel	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	1
wanckel	abstrakt	wankel	NN	Jever	1592	FALSE	0		0	1	abstract	0	1
Wesch	konkret	wäsche	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	1
wasenmaister	menschlich	wasenmeister	NB	Günzburg	1613	FALSE	0	n	1	2	animate	4	1
wasser	konkret	wasser	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	5
wasser	konkret	wasser	NN	Günzburg	1613	FALSE	0		0	2	concrete	1	5
Waßer	konkret	wasser	NN	Ostrau	1628	TRUE	1		0	3	concrete	1	5
waßer	konkret	wasser	NN	Ostrau	1628	FALSE	1		0	3	concrete	1	5
Wasser	konkret	wasser	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	5
Waßergraben	konkret	wassergraben	NN	Ostrau	1628	TRUE	1		1	3	concrete	1	1
weber	menschlich	weber	NB	Georgenthal	1597	FALSE	1	n	0	1	animate	4	2
weber	menschlich	weber	NB	München	1600	FALSE	1	n	0	1	animate	4	2
Wö- berin	menschlich	weberin	NB	Baden-Baden	1628	TRUE	0	j	0	3	animate	3	1
wegk	konkret	weg	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	8
wege	konkret	weg	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	8
wege	konkret	weg	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	8
weg	abstrakt	weg	NN	München	1600	FALSE	1		0	1	abstract	0	8
wege	abstrakt	weg	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	8
wegk	konkret	weg	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	8
wege	abstrakt	weg	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	8
wehe klagenn	abstrakt	wehklagen	NN	Georgenthal	1597	FALSE	1		1	1	abstract	0	1
wedage	abstrakt	wehtag	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	4
wedage	abstrakt	wehtag	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	4
wedage	abstrakt	wehtag	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	4
wedage	abstrakt	wehtag	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	4
weib	menschlich	weib	NN	Alme	1630	FALSE	0	j	0	3	animate	3	47
weib	menschlich	weib	NN	Alme	1630	FALSE	0	j	0	3	animate	3	47
Weib	menschlich	weib	NN	Georgenthal	1597	TRUE	1	j	0	1	animate	3	47
weibe	menschlich	weib	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	47
weiber	menschlich	weib	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	47
weiber	menschlich	weib	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	47
weiber	menschlich	weib	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	Günzburg	1613	FALSE	0	j	0	2	animate	3	47
weib	menschlich	weib	NN	Güstrow	1615	FALSE	1	j	0	2	animate	3	47
weib	menschlich	weib	NN	Güstrow	1615	FALSE	1	j	0	2	animate	3	47
weibe	menschlich	weib	NN	Güstrow	1615	FALSE	1	j	0	2	animate	3	47
weiber	menschlich	weib	NN	Jever	1592	FALSE	0	j	0	1	animate	3	47
weib	menschlich	weib	NN	Jever	1592	FALSE	0	j	0	1	animate	3	47
weib	menschlich	weib	NN	Jever	1592	FALSE	0	j	0	1	animate	3	47
weib	menschlich	weib	NN	Jever	1592	FALSE	0	j	0	1	animate	3	47
weiber	menschlich	weib	NN	Jever	1592	FALSE	0	j	0	1	animate	3	47
Wiben	menschlich	weib	NN	Meldorf	1618	TRUE	0	j	0	2	animate	3	47
Wiben	menschlich	weib	NN	Meldorf	1618	TRUE	0	j	0	2	animate	3	47
Wibe	menschlich	weib	NN	Meldorf	1618	TRUE	0	j	0	2	animate	3	47
Wiben	menschlich	weib	NN	Meldorf	1618	TRUE	0	j	0	2	animate	3	47
weyb	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weyb	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weyb	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weyb	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weyb	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weyb	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weyb	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weyb	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
weib	menschlich	weib	NN	München	1600	FALSE	1	j	0	1	animate	3	47
Weib	menschlich	weib	NN	Ostrau	1628	TRUE	1	j	0	3	animate	3	47
weiber	menschlich	weib	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	47
Weib	menschlich	weib	NN	Riedlingen	1596	TRUE	0	j	0	1	animate	3	47
weib	menschlich	weib	NN	Rosenburg	1618	FALSE	1	j	0	2	animate	3	47
weib	menschlich	weib	NN	Rosenburg	1618	FALSE	1	j	0	2	animate	3	47
Witbe	menschlich	weib	NN	Rosenburg	1618	TRUE	1	j	0	2	animate	3	47
weib	menschlich	weib	NN	Rosenburg	1618	FALSE	1	j	0	2	animate	3	47
weibe	menschlich	weib	NN	Stralsund	1630	FALSE	1	j	0	3	animate	3	47
weibsbildt	menschlich	weibsbild	NN	Bamberg	1628	FALSE	1	j	1	3	animate	3	2
Weibes Bilde	menschlich	weibsbild	NN	Ostrau	1628	TRUE	1	j	1	3	animate	3	2
weibs Persohnen	menschlich	weibsperson	NN	Günzburg	1613	FALSE	0	j	1	2	animate	3	2
Weibßperson	menschlich	weibsperson	NN	Riedlingen	1596	TRUE	0	j	1	1	animate	3	2
waide	konkret	weide	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	2
weiden	konkret	weide	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	2
weilen	abstrakt	weile	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	5
weill	abstrakt	weile	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	5
weil	abstrakt	weile	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	5
weill	abstrakt	weile	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	5
weil	abstrakt	weile	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	5
Wein	konkret	wein	NN	Baden-Baden	1628	TRUE	0		0	3	concrete	1	8
wein	konkret	wein	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	8
wein	konkret	wein	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	8
wein	konkret	wein	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	8
wein	konkret	wein	NN	Georgenthal	1597	FALSE	1		0	1	concrete	1	8
wein	konkret	wein	NN	Lemberg	1630	FALSE	0		0	3	concrete	1	8
wein	konkret	wein	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	8
wein	konkret	wein	NN	Stralsund	1630	FALSE	1		0	3	concrete	1	8
weinen	abstrakt	weinen	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	3
weinhan	konkret	weinhahn	NN	Georgenthal	1597	FALSE	1		1	1	concrete	1	1
weiß	abstrakt	weise	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	5
weise	abstrakt	weise	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	5
weiß	abstrakt	weise	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
weiß	abstrakt	weise	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	5
weiß gelt	konkret	weiszgeld	NN	Riedlingen	1596	FALSE	0		1	1	concrete	1	1
Welt	abstrakt	welt	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	4
wellt	abstrakt	welt	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	4
werlt	konkret	welt	NN	Meldorf	1618	FALSE	0		0	2	concrete	1	4
Welt	abstrakt	welt	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	4
werkh	abstrakt	werk	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	7
werck	abstrakt	werk	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	7
wercke	abstrakt	werk	NN	Jever	1592	FALSE	0		0	1	abstract	0	7
werck	abstrakt	werk	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	7
wergk	abstrakt	werk	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	7
werck	abstrakt	werk	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	7
werck	abstrakt	werk	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	7
wehr- wulffe	menschlich	werwolf	NN	Alme	1630	FALSE	0	n	0	3	animate	4	2
wehrwulffin	menschlich	werwolf	NN	Alme	1630	FALSE	0	n	0	3	animate	4	2
Wetther	abstrakt	wetter	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	4
Wetthern	abstrakt	wetter	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	4
Wetthern	abstrakt	wetter	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	4
Wetter	abstrakt	wetter	NN	Hamm	1592	TRUE	0		0	1	abstract	0	4
wiederstandt	abstrakt	widerstand	NN	Hamm	1592	FALSE	0		1	1	abstract	0	1
wiesenn	konkret	wiese	NN	Gaugrehweiler	1610	FALSE	0		0	2	concrete	1	2
Wisen	konkret Ort	wiese	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	2
Willen	abstrakt	willen	NN	Hamm	1592	TRUE	0		0	1	abstract	0	6
willen	abstrakt	willen	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	6
willen	abstrakt	willen	NN	München	1600	FALSE	1		0	1	abstract	0	6
willen	abstrakt	willen	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	6
willens	abstrakt	willen	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	6
willen	abstrakt	willen	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	6
windt	abstrakt	wind	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	5
Windt	abstrakt	wind	NN	Hamm	1592	TRUE	0		0	1	abstract	0	5
windt	abstrakt	wind	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	5
windt	abstrakt	wind	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	5
winter	abstrakt	winter	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	2
wintter	abstrakt	winter	NN	München	1600	FALSE	1		0	1	abstract	0	2
winterß zeit	abstrakt	winterzeit	NN	Jever	1592	FALSE	0		1	1	abstract	0	1
wintzers	menschlich	winzer	NB	Rosenburg	1618	FALSE	1	n	0	2	animate	4	1
wirtten	menschlich	wirt	NB	Georgenthal	1597	FALSE	1	n	0	1	animate	4	5
wirtten	menschlich	wirt	NB	Georgenthal	1597	FALSE	1	n	0	1	animate	4	5
wirtt	menschlich	wirt	NB	Georgenthal	1597	FALSE	1	n	0	1	animate	4	5
wiert	menschlich	wirt	NB	München	1600	FALSE	1	n	0	1	animate	4	5
wiert	menschlich	wirt	NB	München	1600	FALSE	1	n	0	1	animate	4	5
Wirtin	menschlich	wirtin	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	1
wirtshaus	konkret	wirtshaus	NN	Schweinfurt	1616	FALSE	1		1	2	concrete	1	1
wissens	abstrakt	wissen	NN	München	1600	FALSE	1		0	1	abstract	0	2
wissens	abstrakt	wissen	NN	München	1600	FALSE	1		0	1	abstract	0	2
wißenschafft	abstrakt	wissenschaft	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	2
wißenschafft	abstrakt	wissenschaft	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	2
Wittib	menschlich	witwe	NN	Baden-Baden	1628	TRUE	0	j	0	3	animate	3	13
wittib	menschlich	witwe	NN	Bamberg	1628	FALSE	1	j	0	3	animate	3	13
wittib	menschlich	witwe	NN	Günzburg	1613	FALSE	0	j	0	2	animate	3	13
Wittib	menschlich	witwe	NN	Riedlingen	1596	TRUE	0	j	0	1	animate	3	13
witib	menschlich	witwe	NN	Schweinfurt	1616	FALSE	1	j	0	2	animate	3	13
Wittib	menschlich	witwe	NN	Stralsund	1630	TRUE	1	j	0	3	animate	3	13
widtwe	menschlich	witwe	NN	Georgenthal	1597	FALSE	1	j	0	1	animate	3	13
witwe	menschlich	witwe	NN	Güstrow	1615	FALSE	1	j	0	2	animate	3	13
widttwen	menschlich	witwe	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	13
widtwe	menschlich	witwe	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	13
widtwe	menschlich	witwe	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	13
Witwe	menschlich	witwe	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	13
Witwe	menschlich	witwe	NN	Schweinfurt	1616	TRUE	1	j	0	2	animate	3	13
wochen	abstrakt Maß	woche	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	10
wochen	abstrakt Maß	woche	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	10
wochen	abstrakt Maß	woche	NN	Gaugrehweiler	1610	FALSE	0		0	2	abstract	0	10
wochen	abstrakt Maß	woche	NN	München	1600	FALSE	1		0	1	abstract	0	10
wochen	abstrakt Maß	woche	NN	München	1600	FALSE	1		0	1	abstract	0	10
wochen	abstrakt Maß	woche	NN	München	1600	FALSE	1		0	1	abstract	0	10
wochen	abstrakt Maß	woche	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	10
wochen	abstrakt	woche	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	10
wochen	abstrakt Maß	woche	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	10
wochen	abstrakt Maß	woche	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	10
wörtter	abstrakt	wort	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	15
wörtter	abstrakt	wort	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	15
wortten	abstrakt	wort	NN	Gaugrehweiler	1610	FALSE	0		0	2	abstract	0	15
wortten	abstrakt	wort	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	15
worth	abstrakt	wort	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	15
wortte	abstrakt	wort	NN	Jever	1592	FALSE	0		0	1	abstract	0	15
wort	abstrakt	wort	NN	München	1600	FALSE	1		0	1	abstract	0	15
